iter	Logloss
280	0.1103812236
281	0.109598277
282	0.1089446662
283	0.1082212049
284	0.1076475801
285	0.1064010868
286	0.1057921354
287	0.1049339874
288	0.104397108
289	0.103692781
290	0.1028026662
291	0.1020461972
292	0.1014332138
293	0.1009265183
294	0.09990068046
295	0.09926010929
296	0.09863585087
297	0.09775879638
298	0.09708151824
299	0.09659205556
300	0.09606511693
301	0.09533123957
302	0.09483020324
303	0.09440010935
304	0.09378455811
305	0.09309952026
306	0.0927493497
307	0.09234800021
308	0.09171970384
309	0.0912688031
310	0.09060111
311	0.08996268542
312	0.08946546519
313	0.08908797392
314	0.08853180548
315	0.08776856978
316	0.08728050094
317	0.08663331436
318	0.08608135526
319	0.08563008269
320	0.08505349568
321	0.08436917078
322	0.08379962699
323	0.08294145427
324	0.08271548444
325	0.08211815032
326	0.08164123246
327	0.08129485125
328	0.08076887125
329	0.08024636032
330	0.0796658257
331	0.0792388676
332	0.07875986448
333	0.07836007182
334	0.07774697532
335	0.07721554721
336	0.07681209696
337	0.07631866034
338	0.07575079017
339	0.07535704445
340	0.07498752051
341	0.07456603759
342	0.07410740841
343	0.07343967273
344	0.0730466121
345	0.0726185646
346	0.07219795758
347	0.07190484517
348	0.07156652574
349	0.07123583555
350	0.07085156732
351	0.07051212795
352	0.07022046237
353	0.06996835365
354	0.06952439893
355	0.06923711331
356	0.06885960093
357	0.06863023994
358	0.06823986
359	0.06788372611
360	0.06747758782
361	0.06706120019
362	0.06675556262
363	0.06641511602
364	0.06614649688
365	0.06588639758
366	0.06547879834
367	0.065171634
368	0.06482052734
369	0.06451556408
370	0.06424874071
371	0.06385550476
372	0.06349667753
373	0.06311788682
374	0.06274423313
375	0.06258990705
376	0.0623281421
377	0.06209496094
378	0.06176994472
379	0.06137106428
380	0.06116378474
381	0.06095401338
382	0.06060454594
383	0.06034295221
384	0.06006694907
385	0.05969792422
386	0.05931771535
387	0.05904342816
388	0.0587325457
389	0.05836276475
390	0.05812875746
391	0.0577731359
392	0.05746694232
393	0.05725052824
394	0.056995929
395	0.05673243799
396	0.05649713937
397	0.05624148413
398	0.05594210536
399	0.05563629848
400	0.05543267612
401	0.05508967414
402	0.05480693568
403	0.05449586733
404	0.05427659797
405	0.05401278244
406	0.05382280016
407	0.0537111213
408	0.05346182506
409	0.05316091656
410	0.05290805961
411	0.05261756456
412	0.05233888797
413	0.0521586809
414	0.05197364854
415	0.05174559968
416	0.051514133
417	0.05126070651
418	0.05107840128
419	0.05083055303
420	0.05064467082
421	0.05028277999
422	0.05001529697
423	0.04980475209
424	0.04949092825
425	0.04927609004
426	0.04899404942
427	0.04885278658
428	0.04865682188
429	0.04843687374
430	0.0482262492
431	0.04801574312
432	0.04779147832
433	0.04751344022
434	0.0472694534
435	0.04719573106
436	0.04699700338
437	0.04686314671
438	0.04659300366
439	0.04641113492
440	0.04613459263
441	0.04596536066
442	0.04573106386
443	0.0455441046
444	0.04537052807
445	0.04518441967
446	0.04500488824
447	0.04485556462
448	0.04469595772
449	0.04456796372
450	0.04438427927
451	0.04425934051
452	0.0440671664
453	0.04393104903
454	0.04374457238
455	0.04358294938
456	0.04344710394
457	0.04329420075
458	0.04318393456
459	0.04295972655
460	0.0429302596
461	0.04275193889
462	0.04259394921
463	0.0424207896
464	0.04232626763
465	0.04217966434
466	0.04204660513
467	0.04190887185
468	0.04178165846
469	0.04168920051
470	0.04154184244
471	0.04141288821
472	0.04120263132
473	0.04107334414
474	0.04088783023
475	0.04074713737
476	0.04051217836
477	0.04037080165
478	0.04023908004
479	0.0400392478
480	0.039893016
481	0.03974005293
482	0.03961570911
483	0.03950495291
484	0.0393786572
485	0.03926368119
486	0.03909850548
487	0.03896313184
488	0.03879119291
489	0.03865400165
490	0.03850660158
491	0.03837370164
492	0.03821561232
493	0.03807567136
494	0.03794841128
495	0.03784935143
496	0.03774838867
497	0.03764926657
498	0.03754259755
499	0.03743456389
500	0.03737062749
501	0.03722528695
502	0.03708468406
503	0.03699060895
504	0.03686462571
505	0.03674210275
506	0.03660007346
507	0.03646525711
508	0.03635018213
509	0.03626832673
510	0.03616270664
511	0.03606018562
512	0.03589665419
513	0.03581643832
514	0.03565495646
515	0.03554071593
516	0.03542686941
517	0.03531496832
518	0.035185783
519	0.03505900211
520	0.03492149746
521	0.0348163412
522	0.03470340725
523	0.03460339143
524	0.03452611393
525	0.03439586968
526	0.03426246377
527	0.03411776795
528	0.03403316142
529	0.03391691635
530	0.03380924908
531	0.03366813446
532	0.03356356698
533	0.0334877813
534	0.03341428775
535	0.03331783376
536	0.03316879552
537	0.03310809354
538	0.03304592327
539	0.03291608835
540	0.03285467523
541	0.03272559332
542	0.03262713323
543	0.03252378486
544	0.03240189187
545	0.03233371417
546	0.03220626328
547	0.03207897735
548	0.03202908808
549	0.03194555735
550	0.03183296221
551	0.03176620783
552	0.03166251467
553	0.03159896028
554	0.03151086984
555	0.03139352098
556	0.03129472679
557	0.03118770708
558	0.03111767677
559	0.03103783421
560	0.03090915297
561	0.03083638467
562	0.03073878685
563	0.03066717971
564	0.03059645401
565	0.03048245195
566	0.03038841064
567	0.03028745584
568	0.03018069551
569	0.03009416168
570	0.03000480868
571	0.02990531557
572	0.02974272188
573	0.02967026766
574	0.02959789794
575	0.02952823346
576	0.02939887006
577	0.02931002389
578	0.02924512223
579	0.02915157569
580	0.02907491471
581	0.02899031485
582	0.02890864397
583	0.02882774309
584	0.0287151815
585	0.02861161079
586	0.02850148006
587	0.02844809611
588	0.02835432158
589	0.02827240175
590	0.02819745435
591	0.02813413424
592	0.02804690744
593	0.02799479826
594	0.0279422477
595	0.02786862424
596	0.02779234973
597	0.027714922
598	0.02768607776
599	0.02761168556
600	0.02750796853
601	0.02743007676
602	0.027419333
603	0.02733925587
604	0.02724246568
605	0.02717509272
606	0.02713074504
607	0.02705148684
608	0.02694492568
609	0.02687424276
610	0.02679067854
611	0.02672010248
612	0.02665323592
613	0.02660111306
614	0.02655453915
615	0.02649140631
616	0.02643801318
617	0.0263885298
618	0.02631196617
619	0.02621629443
620	0.02614611164
621	0.02608531596
622	0.02601334157
623	0.02594299408
624	0.02586975331
625	0.02580087645
626	0.02573232662
627	0.02565220152
628	0.02558192558
629	0.02553496934
630	0.02547998552
631	0.02544961694
632	0.02537547914
633	0.02530344393
634	0.02521169703
635	0.02513531666
636	0.02507225641
637	0.02500920529
638	0.02495831218
639	0.02486801075
640	0.02480544578
641	0.02471393622
642	0.02464325912
643	0.02458515493
644	0.0245251642
645	0.02447664979
646	0.02441729937
647	0.02437726781
648	0.02433145665
649	0.02427839225
650	0.02421042681
651	0.02415198587
652	0.02408696809
653	0.02401725273
654	0.0239422616
655	0.02387708434
656	0.02381872738
657	0.02377184791
658	0.02370254814
659	0.02365450803
660	0.02358637182
661	0.02353392221
662	0.02345399212
663	0.02339516195
664	0.02331365684
665	0.02327488967
666	0.02321666115
667	0.02317590479
668	0.02312311316
669	0.02307624083
670	0.02304171202
671	0.02296334108
672	0.02290063053
673	0.02283581746
674	0.02276874255
675	0.02273977045
676	0.02267322974
677	0.02261840905
678	0.02252047471
679	0.02246356845
680	0.02239487141
681	0.02235344367
682	0.02229036047
683	0.02224619102
684	0.02219515717
685	0.02216309175
686	0.02213300778
687	0.02209602454
688	0.02202361899
689	0.02199006921
690	0.02194625601
691	0.02188308373
692	0.02184956032
693	0.02181050731
694	0.0217581138
695	0.02170538191
696	0.02164185956
697	0.02158885936
698	0.02153292167
699	0.02150529107
700	0.02145675713
701	0.02140821168
702	0.02135671155
703	0.02131019339
704	0.02126920052
705	0.02123816849
706	0.02121110126
707	0.02115808089
708	0.02110199557
709	0.02106332035
710	0.02101874108
711	0.02098019326
712	0.02094228464
713	0.02092388076
714	0.02088306491
715	0.02084712254
716	0.02080507569
717	0.02071930045
718	0.02068946153
719	0.02065753364
720	0.02060780942
721	0.02056171419
722	0.02049517832
723	0.0204483556
724	0.02040708204
725	0.02035252573
726	0.02031330296
727	0.02027994778
728	0.02023437608
729	0.02019251942
730	0.02015898856
731	0.02009484685
732	0.02004170733
733	0.02000647641
734	0.01995777197
735	0.01992671705
736	0.01989951594
737	0.01984802753
738	0.01980986757
739	0.01975949974
740	0.01974333755
741	0.01970343543
742	0.01964501834
743	0.01960156578
744	0.01956465807
745	0.01951497925
746	0.01948088169
747	0.01942762839
748	0.01942014637
749	0.01939008146
750	0.01937772595
751	0.01933910368
752	0.0193077547
753	0.01926945121
754	0.01924049365
755	0.01921117412
756	0.01913703876
757	0.0191052007
758	0.01906611542
759	0.01903180031
760	0.01899831313
761	0.01896814894
762	0.0189311838
763	0.01888825557
764	0.01885091648
765	0.01880651732
766	0.01877438542
767	0.01873411967
768	0.01869816964
769	0.01865751133
770	0.01863628421
771	0.01859590295
772	0.01854908261
773	0.01850344434
774	0.01845997944
775	0.01842470508
776	0.0184044368
777	0.01836172777
778	0.01832102573
779	0.01828938385
780	0.01825118553
781	0.01821757108
782	0.01819249036
783	0.0181598381
784	0.01813137419
785	0.018098168
786	0.01804744688
787	0.01800514585
788	0.01795928467
789	0.01793037213
790	0.01788189287
791	0.01785243891
792	0.01782085631
793	0.0177821933
794	0.01774466378
795	0.01770401634
796	0.01767022113
797	0.01764950307
798	0.01762086471
799	0.01757920508
800	0.01754801803
801	0.01751492002
802	0.01747574159
803	0.01744228585
804	0.01739927516
805	0.01737122718
806	0.01733354571
807	0.01730229383
808	0.01726782846
809	0.01723716395
810	0.01721287652
811	0.01718078224
812	0.01716177515
813	0.01712977509
814	0.0170983762
815	0.01706522601
816	0.01702424467
817	0.01697933483
818	0.01694780597
819	0.01692555498
820	0.01688122827
821	0.01684001408
822	0.01683429683
823	0.01680999044
824	0.01678153596
825	0.01676080626
826	0.01674169679
827	0.01670536159
828	0.0166753636
829	0.01663488113
830	0.01661478678
831	0.01659237701
832	0.01655613489
833	0.01653811898
834	0.01651087027
835	0.01648527143
836	0.01645670691
837	0.01643121414
838	0.01638171109
839	0.0163511259
840	0.01632637194
841	0.01628666125
842	0.01626693821
843	0.01625896489
844	0.01623598319
845	0.0162028654
846	0.01617320523
847	0.01615679202
848	0.01612096501
849	0.01609414261
850	0.01606357085
851	0.01603926855
852	0.01601260012
853	0.01598226821
854	0.01595522587
855	0.01593843512
856	0.01591208615
857	0.01587345354
858	0.01585562022
859	0.01582685857
860	0.01580530659
861	0.01578479597
862	0.01575384198
863	0.01571550984
864	0.01567954292
865	0.01563875232
866	0.0156182669
867	0.015610321
868	0.01558531853
869	0.01555499536
870	0.01552977948
871	0.01550556326
872	0.01548648322
873	0.01545186407
874	0.01542435512
875	0.01540136153
876	0.01537631584
877	0.01534714168
878	0.01531419889
879	0.01530502924
880	0.01527575318
881	0.01523939301
882	0.01521468658
883	0.01518790934
884	0.01515272212
885	0.01513482355
886	0.01510651119
887	0.01507212213
888	0.01505066403
889	0.01502544255
890	0.01500342576
891	0.01498664494
892	0.01497255371
893	0.01494937951
894	0.01491841758
895	0.01488885867
896	0.01487369575
897	0.01485279172
898	0.01482799242
899	0.01480093389
900	0.0147739867
901	0.01475391185
902	0.01472748287
903	0.01470419577
904	0.01467991612
905	0.0146484834
906	0.01463153165
907	0.01459974279
908	0.0145684194
909	0.01454638605
910	0.01451589391
911	0.01448749972
912	0.01446812655
913	0.01444578742
914	0.01441953826
915	0.01439327249
916	0.01437447333
917	0.01434839846
918	0.0143261377
919	0.01430321564
920	0.01427255773
921	0.01425529718
922	0.01423442276
923	0.01421477397
924	0.01419672465
925	0.01417318354
926	0.01413487364
927	0.01410615423
928	0.01407511539
929	0.01405093494
930	0.01402324288
931	0.01399606314
932	0.01398101834
933	0.01395942521
934	0.01392563362
935	0.01390337275
936	0.01388489626
937	0.01386340067
938	0.01384351871
939	0.013821996
940	0.01379913313
941	0.013776613
942	0.01375886539
943	0.01373773677
944	0.01372329644
945	0.01369501105
946	0.01367621121
947	0.01365344956
948	0.01363575584
949	0.01360844479
950	0.01358766723
951	0.01356592331
952	0.01354579245
953	0.0135197585
954	0.01351712975
955	0.01348530866
956	0.01346812192
957	0.01344493127
958	0.01341764496
959	0.01339993274
960	0.01338242172
961	0.0133570398
962	0.0133474272
963	0.01332941789
964	0.01331108809
965	0.01329869063
966	0.01327799955
967	0.01325347282
968	0.01323292255
969	0.01321470155
970	0.01320104379
971	0.01318714636
972	0.01316868906
973	0.01315102041
974	0.01312550051
975	0.01310846736
976	0.0130732815
977	0.01305135343
978	0.01302683088
979	0.01301230921
980	0.01299574705
981	0.01297791012
982	0.01295897053
983	0.01294155281
984	0.01292917835
985	0.01291586367
986	0.01289647885
987	0.01288343929
988	0.01285367255
989	0.01283686914
990	0.01282314473
991	0.01279909893
992	0.01278774227
993	0.01277362708
994	0.01274759773
995	0.01272470679
996	0.01268909489
997	0.01267336818
998	0.01265381694
999	0.01263612692
