,Time,AX,AY,AZ,GX,GY,GZ,FileNum,ExpPutts,Mark,Stage,Id
19991,534528,-13,949,-164,-98,-369,-357,6,20,,Back,131
19992,534534,-32,962,-202,-110,-363,-349,6,20,,Back,131
19993,534540,-35,956,-248,-106,-360,-348,6,20,,Back,131
19994,534547,-25,1013,-330,-116,-358,-360,6,20,,Back,131
19995,534553,1,1026,-381,-113,-351,-342,6,20,2.0,Forward,131
19996,534559,-36,1065,-335,-109,-357,-325,6,20,,Forward,131
19997,534565,42,871,285,-116,-351,-319,6,20,,Forward,131
19998,534572,64,1040,78,-118,-342,-309,6,20,,Forward,131
19999,534578,115,1038,302,-122,-343,-286,6,20,,Forward,131
20000,534584,118,1048,367,-116,-334,-273,6,20,3.0,Forward,131
20141,535465,94,1011,246,-113,-366,-304,6,20,1.0,Back,132
20142,535472,88,1005,205,-107,-367,-325,6,20,,Back,132
20143,535478,71,1009,130,-104,-366,-331,6,20,,Back,132
20144,535484,72,992,34,-107,-372,-321,6,20,,Back,132
20145,535490,75,985,-23,-110,-379,-328,6,20,,Back,132
20146,535497,66,992,-70,-100,-372,-343,6,20,,Back,132
20147,535503,80,986,-92,-92,-379,-340,6,20,,Back,132
20148,535509,59,983,-126,-97,-384,-349,6,20,,Back,132
20149,535515,44,985,-162,-92,-378,-352,6,20,,Back,132
20150,535522,29,968,-231,-92,-379,-345,6,20,,Back,132
20151,535528,25,972,-283,-89,-384,-346,6,20,,Back,132
20152,535534,-7,961,-345,-100,-387,-346,6,20,,Back,132
20153,535540,-10,992,-386,-101,-382,-334,6,20,,Back,132
20154,535547,-11,1019,-412,-107,-369,-327,6,20,2.0,Forward,132
20155,535553,49,1108,-326,-112,-366,-318,6,20,,Forward,132
20156,535559,113,1080,17,-110,-354,-300,6,20,,Forward,132
20157,535565,129,1012,296,-115,-358,-280,6,20,,Forward,132
20158,535572,72,991,416,-119,-355,-280,6,20,3.0,Forward,132
20271,536278,119,1030,218,-118,-358,-310,6,20,1.0,Back,133
20272,536284,113,1016,163,-113,-364,-327,6,20,,Back,133
20273,536290,73,994,83,-113,-378,-324,6,20,,Back,133
20274,536297,34,950,-30,-100,-376,-324,6,20,,Back,133
20275,536303,20,941,-94,-104,-376,-336,6,20,,Back,133
20276,536309,-10,944,-143,-98,-369,-345,6,20,,Back,133
20277,536315,-24,951,-215,-98,-378,-351,6,20,,Back,133
20278,536322,13,956,-254,-97,-375,-345,6,20,,Back,133
20279,536328,0,963,-340,-98,-379,-354,6,20,,Back,133
20280,536334,8,993,-456,-101,-379,-337,6,20,,Back,133
20281,536340,31,1037,-512,-110,-369,-336,6,20,2.0,Forward,133
20282,536347,41,1077,-488,-112,-366,-330,6,20,,Forward,133
20283,536353,137,1125,-236,-112,-361,-306,6,20,,Forward,133
20284,536359,125,1141,76,-124,-363,-286,6,20,,Forward,133
20285,536365,22,1008,290,-112,-367,-276,6,20,,Forward,133
20286,536372,-10,956,366,-116,-366,-270,6,20,,Forward,133
20287,536378,26,958,378,-113,-363,-259,6,20,3.0,Forward,133
20397,537065,58,1016,256,-118,-354,-318,6,20,1.0,Back,134
20398,537072,99,1033,240,-110,-367,-321,6,20,,Back,134
20399,537078,111,1027,171,-112,-367,-324,6,20,,Back,134
20400,537084,103,1015,79,-112,-360,-336,6,20,,Back,134
20401,537090,55,1007,1,-101,-363,-342,6,20,,Back,134
20402,537097,42,980,-68,-109,-369,-345,6,20,,Back,134
20403,537103,0,964,-136,-91,-378,-360,6,20,,Back,134
20404,537109,-14,950,-191,-91,-372,-372,6,20,,Back,134
20405,537115,0,943,-231,-91,-370,-369,6,20,,Back,134
20406,537122,-3,948,-280,-91,-376,-361,6,20,,Back,134
20407,537128,4,981,-326,-95,-361,-381,6,20,,Back,134
20408,537134,4,1004,-358,-91,-361,-363,6,20,,Back,134
20409,537140,-23,1040,-411,-100,-364,-361,6,20,2.0,Forward,134
20410,537147,-23,1063,-381,-100,-367,-349,6,20,,Forward,134
20411,537153,8,1088,-234,-103,-348,-324,6,20,,Forward,134
20412,537159,43,1120,140,-124,-354,-315,6,20,,Forward,134
20413,537165,112,1011,357,-127,-348,-291,6,20,,Forward,134
20414,537172,58,1025,459,-119,-345,-288,6,20,3.0,Forward,134
20519,537828,86,1011,177,-116,-366,-310,6,20,1.0,Back,135
20520,537834,85,1034,177,-113,-364,-316,6,20,,Back,135
20521,537840,93,1025,102,-107,-366,-316,6,20,,Back,135
20522,537847,89,1011,83,-101,-363,-328,6,20,,Back,135
20523,537853,84,1003,60,-98,-364,-336,6,20,,Back,135
20524,537859,54,985,-1,-107,-373,-340,6,20,,Back,135
20525,537865,19,960,-55,-97,-373,-345,6,20,,Back,135
20526,537872,41,950,-102,-98,-379,-351,6,20,,Back,135
20527,537878,12,946,-172,-94,-367,-360,6,20,,Back,135
20528,537884,4,944,-282,-101,-373,-370,6,20,,Back,135
20529,537890,-66,976,-485,-91,-369,-361,6,20,,Back,135
20530,537897,-78,1030,-852,-98,-375,-358,6,20,,Back,135
20531,537903,-90,1035,-1021,-104,-361,-357,6,20,2.0,Forward,135
20532,537909,-12,1211,-579,-110,-354,-321,6,20,,Forward,135
20533,537915,87,1081,200,-112,-354,-295,6,20,,Forward,135
20534,537922,112,1034,771,-118,-339,-270,6,20,,Forward,135
20535,537928,95,1042,842,-127,-342,-256,6,20,3.0,Forward,135
20663,538728,120,1022,204,-124,-367,-324,6,20,1.0,Back,136
20664,538734,87,1000,112,-119,-360,-327,6,20,,Back,136
20665,538740,76,981,42,-100,-375,-321,6,20,,Back,136
20666,538747,51,973,-31,-101,-372,-334,6,20,,Back,136
20667,538753,39,981,-65,-101,-367,-340,6,20,,Back,136
20668,538759,15,962,-121,-97,-375,-348,6,20,,Back,136
20669,538765,5,956,-166,-98,-376,-349,6,20,,Back,136
20670,538772,-24,952,-220,-97,-384,-348,6,20,,Back,136
20671,538778,-47,983,-382,-97,-373,-342,6,20,,Back,136
20672,538784,-45,999,-579,-101,-372,-340,6,20,,Back,136
20673,538790,-20,1000,-649,-103,-360,-328,6,20,2.0,Forward,136
20674,538797,55,1143,-348,-113,-358,-319,6,20,,Forward,136
20675,538803,122,1162,103,-113,-360,-303,6,20,,Forward,136
20676,538809,131,999,462,-119,-352,-288,6,20,,Forward,136
20677,538815,128,990,509,-113,-354,-277,6,20,3.0,Forward,136
20787,539503,69,1017,277,-121,-358,-307,6,20,1.0,Back,137
20788,539509,85,1044,268,-103,-357,-316,6,20,,Back,137
20789,539515,89,1021,182,-109,-361,-330,6,20,,Back,137
20790,539522,63,999,82,-110,-366,-327,6,20,,Back,137
20791,539528,42,988,5,-106,-366,-348,6,20,,Back,137
20792,539534,25,967,-36,-107,-366,-345,6,20,,Back,137
20793,539540,23,963,-57,-100,-366,-357,6,20,,Back,137
20794,539547,5,972,-111,-101,-370,-358,6,20,,Back,137
20795,539553,17,948,-175,-94,-373,-372,6,20,,Back,137
20796,539559,39,945,-229,-98,-378,-366,6,20,,Back,137
20797,539565,19,998,-357,-91,-369,-370,6,20,,Back,137
20798,539572,-33,1014,-450,-94,-373,-369,6,20,,Back,137
20799,539578,-12,994,-523,-101,-369,-352,6,20,,Back,137
20800,539584,-37,1064,-555,-107,-360,-349,6,20,2.0,Forward,137
20801,539590,-36,1110,-437,-107,-355,-339,6,20,,Forward,137
20802,539597,116,821,183,-118,-354,-297,6,20,,Forward,137
20803,539603,57,1063,193,-127,-346,-280,6,20,,Forward,137
20804,539609,65,1017,458,-121,-340,-256,6,20,3.0,Forward,137
20928,540384,54,1038,322,-115,-355,-309,6,20,1.0,Back,138
20929,540390,127,1036,295,-122,-351,-325,6,20,,Back,138
20930,540397,137,1026,205,-103,-366,-316,6,20,,Back,138
20931,540403,131,1036,131,-107,-366,-333,6,20,,Back,138
20932,540409,63,1000,32,-101,-366,-340,6,20,,Back,138
20933,540415,37,988,-74,-101,-373,-340,6,20,,Back,138
20934,540422,-6,949,-148,-101,-376,-364,6,20,,Back,138
20935,540428,-25,936,-219,-89,-387,-363,6,20,,Back,138
20936,540434,-48,920,-297,-94,-393,-360,6,20,,Back,138
20937,540440,-54,916,-369,-91,-381,-360,6,20,,Back,138
20938,540447,-19,974,-451,-97,-390,-370,6,20,,Back,138
20939,540453,20,1044,-554,-95,-378,-349,6,20,,Back,138
20940,540459,17,1087,-571,-101,-379,-345,6,20,2.0,Forward,138
20941,540465,24,1126,-445,-106,-364,-318,6,20,,Forward,138
20942,540472,57,907,317,-124,-367,-291,6,20,,Forward,138
20943,540478,43,1185,145,-118,-357,-270,6,20,,Forward,138
20944,540484,-8,993,401,-125,-357,-265,6,20,,Forward,138
20945,540490,67,993,559,-124,-351,-252,6,20,3.0,Forward,138
21090,541397,118,1024,179,-106,-372,-297,6,20,1.0,Back,139
21091,541403,133,1026,156,-113,-372,-298,6,20,,Back,139
21092,541409,154,1035,105,-113,-367,-292,6,20,,Back,139
21093,541415,96,1022,8,-110,-375,-307,6,20,,Back,139
21094,541422,90,996,-24,-103,-375,-321,6,20,,Back,139
21095,541428,68,982,-71,-95,-385,-324,6,20,,Back,139
21096,541434,37,947,-114,-91,-391,-330,6,20,,Back,139
21097,541440,17,935,-167,-95,-390,-346,6,20,,Back,139
21098,541447,-17,902,-217,-94,-393,-339,6,20,,Back,139
21099,541453,-50,893,-309,-94,-400,-348,6,20,,Back,139
21100,541459,-85,927,-397,-89,-387,-349,6,20,,Back,139
21101,541465,-75,967,-506,-97,-385,-336,6,20,,Back,139
21102,541472,-38,1088,-681,-101,-367,-343,6,20,,Back,139
21103,541478,0,1134,-696,-119,-367,-313,6,20,2.0,Forward,139
21104,541484,59,1214,-413,-119,-352,-312,6,20,,Forward,139
21105,541490,-4,1064,-23,-124,-340,-289,6,20,,Forward,139
21106,541497,221,1135,534,-133,-345,-256,6,20,3.0,Forward,139
21228,542259,77,1008,236,-116,-369,-294,6,20,1.0,Back,140
21229,542265,101,1022,230,-110,-373,-295,6,20,,Back,140
21230,542272,108,1041,188,-109,-375,-312,6,20,,Back,140
21231,542278,83,1029,121,-101,-370,-312,6,20,,Back,140
21232,542284,69,1011,67,-104,-379,-328,6,20,,Back,140
21233,542290,66,981,27,-98,-376,-331,6,20,,Back,140
21234,542297,42,982,-4,-97,-382,-346,6,20,,Back,140
21235,542303,17,974,-74,-91,-381,-351,6,20,,Back,140
21236,542309,15,943,-148,-80,-381,-369,6,20,,Back,140
21237,542315,8,923,-276,-91,-391,-367,6,20,,Back,140
21238,542322,3,934,-423,-83,-390,-376,6,20,,Back,140
21239,542328,-9,946,-555,-91,-378,-384,6,20,,Back,140
21240,542334,14,1045,-712,-92,-375,-376,6,20,,Back,140
21241,542340,10,1149,-751,-101,-367,-363,6,20,2.0,Forward,140
21242,542347,-10,1209,-666,-107,-360,-339,6,20,,Forward,140
21243,542353,-44,1251,-277,-119,-364,-319,6,20,,Forward,140
21244,542359,-103,965,197,-118,-364,-294,6,20,,Forward,140
21245,542365,-59,1019,587,-131,-349,-280,6,20,,Forward,140
21246,542372,26,1009,637,-130,-340,-250,6,20,3.0,Forward,140
21445,543615,68,1013,196,-106,-364,-315,6,20,1.0,Back,141
21446,543622,96,1017,162,-121,-364,-322,6,20,,Back,141
21447,543628,107,1012,106,-109,-370,-319,6,20,,Back,141
21448,543634,99,995,16,-104,-363,-331,6,20,,Back,141
21449,543640,81,1010,-56,-106,-376,-339,6,20,,Back,141
21450,543647,44,996,-155,-95,-385,-352,6,20,,Back,141
21451,543653,-4,966,-238,-89,-384,-358,6,20,,Back,141
21452,543659,-20,936,-311,-95,-385,-364,6,20,,Back,141
21453,543665,-70,915,-394,-94,-390,-355,6,20,,Back,141
21454,543672,-98,941,-475,-98,-379,-363,6,20,,Back,141
21455,543678,-99,997,-569,-103,-376,-357,6,20,,Back,141
21456,543684,-30,1073,-636,-103,-369,-336,6,20,2.0,Forward,141
21457,543690,63,1181,-434,-106,-364,-321,6,20,,Forward,141
21458,543697,121,825,-53,-127,-354,-289,6,20,,Forward,141
21459,543703,33,1047,369,-116,-345,-282,6,20,,Forward,141
21460,543709,22,990,522,-124,-342,-274,6,20,3.0,Forward,141
21592,544534,86,1018,377,-112,-370,-315,6,20,1.0,Back,142
21593,544540,101,1036,324,-109,-367,-319,6,20,,Back,142
21594,544547,96,1012,181,-104,-370,-327,6,20,,Back,142
21595,544553,86,1027,60,-103,-367,-336,6,20,,Back,142
21596,544559,21,1008,-26,-100,-375,-352,6,20,,Back,142
21597,544565,18,966,-80,-92,-378,-357,6,20,,Back,142
21598,544572,-11,988,-124,-98,-384,-372,6,20,,Back,142
21599,544578,-13,956,-186,-89,-391,-376,6,20,,Back,142
21600,544584,-35,935,-261,-89,-378,-381,6,20,,Back,142
21601,544590,-25,940,-339,-82,-376,-382,6,20,,Back,142
21602,544597,-36,961,-481,-91,-370,-382,6,20,,Back,142
21603,544603,-91,1004,-593,-98,-372,-375,6,20,,Back,142
21604,544609,-57,1068,-709,-97,-366,-357,6,20,2.0,Forward,142
21605,544615,-56,1212,-539,-118,-355,-342,6,20,,Forward,142
21606,544622,149,760,236,-127,-345,-303,6,20,,Forward,142
21607,544628,-100,1064,304,-119,-342,-298,6,20,,Forward,142
21608,544634,109,1083,631,-131,-333,-271,6,20,3.0,Forward,142
21762,545597,88,1042,234,-113,-370,-309,6,20,1.0,Back,143
21763,545603,92,1010,234,-115,-366,-319,6,20,,Back,143
21764,545609,96,1012,194,-106,-370,-324,6,20,,Back,143
21765,545615,50,993,134,-107,-370,-324,6,20,,Back,143
21766,545622,51,999,78,-101,-369,-336,6,20,,Back,143
21767,545628,22,970,3,-91,-366,-348,6,20,,Back,143
21768,545634,20,995,-40,-98,-369,-348,6,20,,Back,143
21769,545640,14,981,-94,-103,-376,-364,6,20,,Back,143
21770,545647,14,957,-166,-91,-373,-361,6,20,,Back,143
21771,545653,9,953,-268,-89,-373,-367,6,20,,Back,143
21772,545659,11,953,-391,-91,-384,-370,6,20,,Back,143
21773,545665,-4,977,-536,-95,-370,-370,6,20,,Back,143
21774,545672,-41,1003,-720,-95,-370,-360,6,20,,Back,143
21775,545678,-52,1063,-833,-113,-369,-349,6,20,2.0,Forward,143
21776,545684,-128,1213,-626,-107,-357,-313,6,20,,Forward,143
21777,545690,-128,1180,32,-118,-348,-291,6,20,,Forward,143
21778,545697,-7,1081,541,-127,-346,-277,6,20,,Forward,143
21779,545703,95,1082,683,-131,-337,-256,6,20,3.0,Forward,143
21887,546378,87,1020,216,-107,-360,-318,6,20,1.0,Back,144
21888,546384,73,1002,159,-112,-367,-325,6,20,,Back,144
21889,546390,65,1002,94,-110,-369,-325,6,20,,Back,144
21890,546397,43,995,16,-101,-367,-322,6,20,,Back,144
21891,546403,48,973,-63,-101,-372,-340,6,20,,Back,144
21892,546409,34,975,-134,-92,-376,-351,6,20,,Back,144
21893,546415,25,959,-222,-95,-375,-358,6,20,,Back,144
21894,546422,13,952,-373,-92,-372,-366,6,20,,Back,144
21895,546428,-16,1014,-492,-97,-373,-369,6,20,,Back,144
21896,546434,-34,1026,-631,-103,-358,-358,6,20,,Back,144
21897,546440,-97,1046,-716,-94,-367,-343,6,20,2.0,Forward,144
21898,546447,-85,1084,-565,-115,-357,-333,6,20,,Forward,144
21899,546453,93,911,-333,-110,-357,-300,6,20,,Forward,144
21900,546459,188,1083,260,-124,-346,-280,6,20,,Forward,144
21901,546465,135,1040,464,-124,-354,-255,6,20,,Forward,144
21902,546472,88,1001,486,-134,-346,-244,6,20,3.0,Forward,144
22049,547390,106,1003,203,-118,-366,-307,6,20,1.0,Back,145
22050,547397,114,1020,178,-110,-364,-313,6,20,,Back,145
22051,547403,131,1031,138,-118,-360,-319,6,20,,Back,145
22052,547409,56,998,75,-113,-366,-319,6,20,,Back,145
22053,547415,32,978,42,-103,-360,-331,6,20,,Back,145
22054,547422,55,982,44,-106,-372,-337,6,20,,Back,145
22055,547428,16,1013,11,-100,-372,-346,6,20,,Back,145
22056,547434,15,976,-18,-104,-370,-355,6,20,,Back,145
22057,547440,-10,958,-85,-94,-372,-358,6,20,,Back,145
22058,547447,-17,919,-193,-103,-376,-355,6,20,,Back,145
22059,547453,-38,933,-325,-91,-372,-369,6,20,,Back,145
22060,547459,-11,963,-421,-94,-370,-370,6,20,,Back,145
22061,547465,-2,999,-630,-95,-366,-363,6,20,,Back,145
22062,547472,-39,1059,-657,-109,-363,-345,6,20,2.0,Forward,145
22063,547478,-17,1115,-597,-104,-361,-333,6,20,,Forward,145
22064,547484,58,1237,-251,-115,-346,-307,6,20,,Forward,145
22065,547490,119,1128,39,-130,-351,-279,6,20,,Forward,145
22066,547497,157,1109,408,-121,-348,-252,6,20,,Forward,145
22067,547503,59,1042,531,-133,-349,-234,6,20,3.0,Forward,145
22661,551215,52,991,226,-106,-364,-319,6,20,1.0,Back,146
22662,551222,77,999,191,-113,-369,-324,6,20,,Back,146
22663,551228,103,1006,139,-97,-363,-328,6,20,,Back,146
22664,551234,94,1000,32,-104,-369,-340,6,20,,Back,146
22665,551240,87,990,-26,-107,-369,-349,6,20,,Back,146
22666,551247,73,999,-97,-101,-366,-361,6,20,,Back,146
22667,551253,59,981,-134,-97,-369,-349,6,20,,Back,146
22668,551259,18,932,-211,-100,-375,-364,6,20,,Back,146
22669,551265,-39,933,-252,-95,-361,-367,6,20,,Back,146
22670,551272,-65,939,-279,-94,-375,-354,6,20,,Back,146
22671,551278,-66,971,-352,-100,-370,-354,6,20,,Back,146
22672,551284,-28,1038,-381,-110,-367,-343,6,20,2.0,Forward,146
22673,551290,63,1049,-372,-112,-360,-331,6,20,,Forward,146
22674,551297,62,1115,-264,-113,-354,-306,6,20,,Forward,146
22675,551303,75,1198,-85,-115,-351,-294,6,20,,Forward,146
22676,551309,72,1027,69,-122,-351,-271,6,20,,Forward,146
22677,551315,49,1028,250,-139,-349,-276,6,20,,Forward,146
22678,551322,67,1001,390,-128,-333,-253,6,20,3.0,Forward,146
22790,552022,32,1031,265,-121,-364,-285,6,20,1.0,Back,147
22791,552028,242,1099,183,-113,-357,-292,6,20,,Back,147
22792,552034,49,1035,241,-110,-367,-304,6,20,,Back,147
22793,552040,89,1015,154,-110,-366,-313,6,20,,Back,147
22794,552047,78,1006,61,-107,-369,-321,6,20,,Back,147
22795,552053,53,1019,0,-103,-367,-331,6,20,,Back,147
22796,552059,27,983,-61,-97,-379,-351,6,20,,Back,147
22797,552065,10,953,-154,-97,-379,-348,6,20,,Back,147
22798,552072,11,923,-224,-89,-390,-354,6,20,,Back,147
22799,552078,-4,934,-296,-92,-384,-354,6,20,,Back,147
22800,552084,-16,930,-354,-86,-384,-364,6,20,,Back,147
22801,552090,0,962,-388,-104,-378,-369,6,20,,Back,147
22802,552097,-5,1015,-398,-89,-376,-360,6,20,2.0,Forward,147
22803,552103,-5,1016,-385,-101,-373,-345,6,20,,Forward,147
22804,552109,10,1073,-358,-100,-367,-339,6,20,,Forward,147
22805,552115,18,1124,-225,-113,-358,-301,6,20,,Forward,147
22806,552122,61,1020,114,-124,-361,-289,6,20,,Forward,147
22807,552128,12,1040,232,-124,-361,-285,6,20,,Forward,147
22808,552134,60,1061,400,-128,-354,-270,6,20,,Forward,147
22809,552140,70,1020,481,-127,-348,-258,6,20,3.0,Forward,147
22929,552890,54,999,129,-112,-361,-303,6,20,1.0,Back,148
22930,552897,64,999,119,-113,-361,-321,6,20,,Back,148
22931,552903,62,1008,91,-115,-349,-316,6,20,,Back,148
22932,552909,63,1012,51,-107,-366,-321,6,20,,Back,148
22933,552915,43,1003,-17,-112,-363,-331,6,20,,Back,148
22934,552922,25,970,-82,-106,-366,-337,6,20,,Back,148
22935,552928,15,947,-164,-101,-364,-336,6,20,,Back,148
22936,552934,-23,952,-263,-98,-363,-352,6,20,,Back,148
22937,552940,-45,953,-341,-91,-363,-342,6,20,,Back,148
22938,552947,-67,960,-369,-103,-361,-348,6,20,,Back,148
22939,552953,-67,975,-391,-103,-361,-340,6,20,2.0,Forward,148
22940,552959,-79,1007,-382,-106,-364,-345,6,20,,Forward,148
22941,552965,-20,1072,-290,-116,-346,-325,6,20,,Forward,148
22942,552972,167,1046,301,-127,-346,-300,6,20,,Forward,148
22943,552978,80,1099,27,-127,-342,-283,6,20,,Forward,148
22944,552984,89,1077,177,-130,-340,-262,6,20,,Forward,148
22945,552990,69,1036,252,-130,-337,-268,6,20,,Forward,148
22946,552997,56,994,316,-130,-346,-264,6,20,3.0,Forward,148
23047,553628,56,1011,396,-116,-357,-306,6,20,1.0,Back,149
23048,553634,99,1022,355,-110,-357,-315,6,20,,Back,149
23049,553640,114,1038,281,-109,-364,-322,6,20,,Back,149
23050,553647,78,1038,151,-109,-366,-333,6,20,,Back,149
23051,553653,41,1046,22,-107,-358,-355,6,20,,Back,149
23052,553659,19,998,-105,-92,-370,-360,6,20,,Back,149
23053,553665,-35,986,-203,-97,-378,-382,6,20,,Back,149
23054,553672,-34,898,-332,-91,-376,-385,6,20,,Back,149
23055,553678,-93,913,-417,-88,-378,-388,6,20,,Back,149
23056,553684,-89,952,-545,-85,-370,-385,6,20,,Back,149
23057,553690,-142,986,-826,-80,-363,-393,6,20,,Back,149
23058,553697,-158,1066,-1030,-95,-351,-372,6,20,2.0,Forward,149
23059,553703,-58,1263,-988,-106,-348,-351,6,20,,Forward,149
23060,553709,411,901,402,-130,-330,-304,6,20,,Forward,149
23061,553715,-250,1274,43,-134,-328,-286,6,20,,Forward,149
23062,553722,-139,1097,714,-130,-321,-247,6,20,,Forward,149
23063,553728,-24,1080,900,-130,-316,-229,6,20,3.0,Forward,149
23162,554347,42,1037,396,-116,-355,-307,6,20,1.0,Back,150
23163,554353,60,1008,340,-115,-357,-319,6,20,,Back,150
23164,554359,63,1040,208,-109,-352,-336,6,20,,Back,150
23165,554365,44,999,85,-109,-360,-333,6,20,,Back,150
23166,554372,12,1000,-6,-101,-355,-351,6,20,,Back,150
23167,554378,14,988,-73,-94,-363,-348,6,20,,Back,150
23168,554384,19,969,-151,-104,-363,-375,6,20,,Back,150
23169,554390,24,966,-230,-94,-370,-372,6,20,,Back,150
23170,554397,45,950,-365,-97,-366,-388,6,20,,Back,150
23171,554403,18,951,-461,-100,-372,-390,6,20,,Back,150
23172,554409,-86,977,-638,-86,-378,-381,6,20,,Back,150
23173,554415,-189,1031,-966,-92,-375,-357,6,20,,Back,150
23174,554422,-300,1095,-1283,-110,-363,-354,6,20,2.0,Forward,150
23175,554428,-185,1468,-1127,-113,-346,-322,6,20,,Forward,150
23176,554434,-223,1316,-279,-128,-346,-274,6,20,,Forward,150
23177,554440,108,1224,834,-134,-328,-234,6,20,,Forward,150
23178,554447,161,1091,985,-133,-333,-207,6,20,3.0,Forward,150
23330,638195,70,1019,232,-109,-364,-340,7,30,1.0,Back,151
23331,638201,85,1000,224,-113,-363,-334,7,30,,Back,151
23332,638207,68,1033,208,-95,-366,-355,7,30,,Back,151
23333,638214,60,1025,164,-103,-379,-354,7,30,,Back,151
23334,638220,26,989,63,-95,-379,-363,7,30,,Back,151
23335,638226,18,964,-35,-91,-376,-379,7,30,,Back,151
23336,638232,20,956,-122,-86,-384,-387,7,30,,Back,151
23337,638239,4,956,-188,-70,-379,-376,7,30,,Back,151
23338,638245,6,933,-250,-79,-378,-387,7,30,,Back,151
23339,638251,2,941,-321,-82,-390,-393,7,30,,Back,151
23340,638257,-15,984,-384,-79,-381,-387,7,30,,Back,151
23341,638264,-55,1020,-480,-86,-387,-376,7,30,,Back,151
23342,638270,-93,1044,-557,-98,-385,-369,7,30,,Back,151
23343,638276,-75,1103,-606,-101,-369,-345,7,30,2.0,Forward,151
23344,638282,-28,1234,-389,-127,-357,-309,7,30,,Forward,151
23345,638289,-42,1128,-107,-127,-345,-306,7,30,,Forward,151
23346,638295,-14,1087,367,-128,-339,-277,7,30,,Forward,151
23347,638301,89,1085,545,-131,-339,-252,7,30,3.0,Forward,151
23464,639032,70,1013,207,-109,-373,-321,7,30,1.0,Back,152
23465,639039,100,1013,185,-106,-378,-333,7,30,,Back,152
23466,639045,99,1021,140,-97,-384,-343,7,30,,Back,152
23467,639051,94,1028,51,-104,-381,-343,7,30,,Back,152
23468,639057,76,1002,-14,-95,-385,-355,7,30,,Back,152
23469,639064,50,985,-99,-88,-387,-357,7,30,,Back,152
23470,639070,21,938,-189,-76,-400,-364,7,30,,Back,152
23471,639076,9,914,-257,-74,-397,-384,7,30,,Back,152
23472,639082,7,920,-323,-76,-396,-384,7,30,,Back,152
23473,639089,-5,967,-388,-71,-394,-381,7,30,,Back,152
23474,639095,-21,984,-462,-83,-388,-379,7,30,,Back,152
23475,639101,-82,1017,-582,-83,-385,-375,7,30,,Back,152
23476,639107,-129,1084,-727,-92,-379,-370,7,30,2.0,Forward,152
23477,639114,-63,1223,-595,-112,-373,-334,7,30,,Forward,152
23478,639120,132,1298,-29,-118,-366,-291,7,30,,Forward,152
23479,639126,241,1132,467,-124,-351,-285,7,30,,Forward,152
23480,639132,174,1095,642,-128,-346,-255,7,30,3.0,Forward,152
23603,639901,90,1004,138,-103,-363,-309,7,30,1.0,Back,153
23604,639907,98,1024,132,-118,-369,-321,7,30,,Back,153
23605,639914,119,1024,103,-116,-372,-331,7,30,,Back,153
23606,639920,98,1022,78,-112,-370,-328,7,30,,Back,153
23607,639926,66,1021,38,-94,-384,-342,7,30,,Back,153
23608,639932,36,978,-12,-106,-384,-346,7,30,,Back,153
23609,639939,11,970,-73,-85,-379,-352,7,30,,Back,153
23610,639945,-6,951,-144,-82,-390,-351,7,30,,Back,153
23611,639951,-11,934,-230,-89,-385,-361,7,30,,Back,153
23612,639957,-1,948,-298,-88,-390,-360,7,30,,Back,153
23613,639964,-3,960,-382,-79,-376,-360,7,30,,Back,153
23614,639970,6,1012,-474,-85,-382,-363,7,30,,Back,153
23615,639976,12,1098,-564,-83,-381,-361,7,30,,Back,153
23616,639982,-27,1071,-596,-100,-361,-345,7,30,2.0,Forward,153
23617,639989,-24,1135,-346,-112,-370,-325,7,30,,Forward,153
23618,639995,0,1044,34,-119,-363,-295,7,30,,Forward,153
23619,640001,67,1067,315,-134,-352,-274,7,30,,Forward,153
23620,640007,130,1001,466,-125,-349,-253,7,30,3.0,Forward,153
24009,642439,58,1019,140,-107,-352,-319,7,30,1.0,Back,154
24010,642445,53,1000,112,-115,-351,-325,7,30,,Back,154
24011,642451,42,1000,79,-112,-357,-324,7,30,,Back,154
24012,642457,23,997,24,-113,-364,-342,7,30,,Back,154
24013,642464,10,1002,-45,-98,-364,-339,7,30,,Back,154
24014,642470,-17,960,-109,-95,-373,-349,7,30,,Back,154
24015,642476,-32,953,-176,-100,-373,-352,7,30,,Back,154
24016,642482,-43,944,-228,-94,-379,-361,7,30,,Back,154
24017,642489,-57,951,-284,-97,-373,-357,7,30,,Back,154
24018,642495,-61,963,-351,-88,-372,-358,7,30,,Back,154
24019,642501,-77,956,-445,-97,-372,-361,7,30,,Back,154
24020,642507,-125,1003,-490,-113,-364,-348,7,30,2.0,Forward,154
24021,642514,-133,1037,-481,-116,-346,-345,7,30,,Forward,154
24022,642520,-120,1061,-364,-124,-343,-328,7,30,,Forward,154
24023,642526,-30,1054,-53,-136,-325,-313,7,30,,Forward,154
24024,642532,146,1175,207,-137,-319,-279,7,30,,Forward,154
24025,642539,128,1108,332,-145,-313,-273,7,30,,Forward,154
24026,642545,83,1078,337,-143,-318,-249,7,30,,Forward,154
24027,642551,57,1029,346,-142,-318,-253,7,30,3.0,Forward,154
24166,643420,56,1010,119,-121,-363,-310,7,30,1.0,Back,155
24167,643426,32,998,106,-119,-376,-316,7,30,,Back,155
24168,643432,38,1001,83,-113,-364,-322,7,30,,Back,155
24169,643439,41,996,81,-110,-363,-330,7,30,,Back,155
