,Time,AX,AY,AZ,GX,GY,GZ,FileNum,ExpPutts,Mark,Stage,Id
8587,261444,-20,983,-344,-91,-373,-349,3,30,,Back,59
8588,261450,-37,1000,-374,-100,-373,-346,3,30,,Back,59
8589,261456,-67,999,-439,-97,-370,-343,3,30,,Back,59
8590,261463,-40,1037,-488,-112,-358,-327,3,30,2.0,Forward,59
8591,261469,42,1119,-275,-118,-355,-304,3,30,,Forward,59
8592,261475,37,1052,-41,-119,-352,-300,3,30,,Forward,59
8593,261481,119,1113,364,-122,-333,-285,3,30,,Forward,59
8594,261488,66,1028,517,-130,-340,-274,3,30,,Forward,59
8595,261494,71,1007,530,-122,-339,-268,3,30,3.0,Forward,59
8743,262419,77,998,99,-109,-369,-297,3,30,1.0,Back,60
8744,262425,89,1012,86,-101,-367,-306,3,30,,Back,60
8745,262431,85,988,54,-118,-369,-301,3,30,,Back,60
8746,262438,72,995,20,-109,-360,-313,3,30,,Back,60
8747,262444,69,990,-5,-103,-360,-313,3,30,,Back,60
8748,262450,70,975,-29,-98,-373,-312,3,30,,Back,60
8749,262456,55,989,-53,-106,-366,-327,3,30,,Back,60
8750,262463,55,991,-58,-106,-364,-330,3,30,,Back,60
8751,262469,48,989,-102,-101,-375,-328,3,30,,Back,60
8752,262475,27,952,-173,-103,-370,-331,3,30,,Back,60
8753,262481,5,942,-290,-103,-378,-337,3,30,,Back,60
8754,262488,-8,965,-424,-98,-366,-342,3,30,,Back,60
8755,262494,-83,993,-525,-104,-363,-331,3,30,,Back,60
8756,262500,-120,982,-555,-106,-370,-330,3,30,2.0,Forward,60
8757,262506,27,1123,-386,-118,-358,-309,3,30,,Forward,60
8758,262513,118,1194,-41,-116,-354,-289,3,30,,Forward,60
8759,262519,169,1070,388,-118,-345,-264,3,30,,Forward,60
8760,262525,92,1003,509,-110,-351,-259,3,30,3.0,Forward,60
8963,263794,82,1015,259,-104,-373,-295,3,30,1.0,Back,61
8964,263800,82,1031,222,-112,-363,-307,3,30,,Back,61
8965,263806,85,1013,154,-109,-376,-309,3,30,,Back,61
8966,263813,86,1015,91,-101,-370,-324,3,30,,Back,61
8967,263819,79,1013,25,-104,-370,-331,3,30,,Back,61
8968,263825,71,1011,-19,-86,-367,-346,3,30,,Back,61
8969,263831,70,981,-80,-89,-372,-351,3,30,,Back,61
8970,263838,57,969,-134,-97,-378,-349,3,30,,Back,61
8971,263844,49,965,-188,-94,-372,-354,3,30,,Back,61
8972,263850,38,950,-256,-89,-381,-364,3,30,,Back,61
8973,263856,11,948,-310,-83,-378,-364,3,30,,Back,61
8974,263863,-23,963,-362,-88,-381,-370,3,30,,Back,61
8975,263869,-54,1005,-451,-89,-378,-361,3,30,,Back,61
8976,263875,-76,1011,-539,-103,-375,-351,3,30,,Back,61
8977,263881,-38,1089,-593,-101,-369,-330,3,30,2.0,Forward,61
8978,263888,-3,1188,-389,-112,-352,-312,3,30,,Forward,61
8979,263894,75,1309,-50,-121,-354,-279,3,30,,Forward,61
8980,263900,56,1064,361,-115,-346,-271,3,30,,Forward,61
8981,263906,35,1034,611,-124,-346,-252,3,30,,Forward,61
8982,263913,44,1009,620,-121,-349,-246,3,30,3.0,Forward,61
9099,264644,83,1028,214,-106,-369,-307,3,30,1.0,Back,62
9100,264650,80,1023,156,-104,-382,-315,3,30,,Back,62
9101,264656,68,1003,95,-112,-382,-319,3,30,,Back,62
9102,264663,67,992,23,-101,-376,-330,3,30,,Back,62
9103,264669,45,986,-27,-91,-376,-339,3,30,,Back,62
9104,264675,37,974,-99,-91,-381,-345,3,30,,Back,62
9105,264681,21,975,-185,-91,-379,-363,3,30,,Back,62
9106,264688,18,939,-294,-80,-385,-354,3,30,,Back,62
9107,264694,-14,918,-478,-94,-381,-361,3,30,,Back,62
9108,264700,-22,962,-684,-88,-375,-370,3,30,,Back,62
9109,264706,8,1055,-928,-98,-378,-358,3,30,2.0,Forward,62
9110,264713,-25,1201,-715,-109,-357,-340,3,30,,Forward,62
9111,264719,161,694,216,-119,-360,-310,3,30,,Forward,62
9112,264725,-37,1167,587,-115,-351,-276,3,30,,Forward,62
9113,264731,34,1065,915,-110,-351,-274,3,30,3.0,Forward,62
9244,200014,92,1008,253,-103,-366,-294,3,30,1.0,Back,63
9245,200020,101,1023,253,-97,-367,-306,3,30,,Back,63
9246,200027,107,1028,222,-104,-364,-303,3,30,,Back,63
9247,200033,78,1031,132,-104,-381,-322,3,30,,Back,63
9248,200039,38,1023,12,-100,-381,-327,3,30,,Back,63
9249,200045,3,994,-105,-89,-381,-339,3,30,,Back,63
9250,200052,-39,947,-242,-88,-379,-348,3,30,,Back,63
9251,200058,-24,918,-314,-85,-378,-354,3,30,,Back,63
9252,200064,-18,959,-401,-83,-376,-363,3,30,,Back,63
9253,200070,-18,947,-478,-91,-376,-364,3,30,,Back,63
9254,200077,-32,1003,-508,-92,-379,-351,3,30,2.0,Forward,63
9255,200083,-34,1007,-488,-97,-372,-348,3,30,,Forward,63
9256,200089,-27,1071,-443,-109,-361,-339,3,30,,Forward,63
9257,200095,54,1186,-180,-116,-357,-307,3,30,,Forward,63
9258,200102,-12,1129,72,-119,-354,-274,3,30,,Forward,63
9259,200108,93,1099,466,-119,-351,-267,3,30,,Forward,63
9260,200114,44,1013,554,-122,-348,-252,3,30,3.0,Forward,63
9381,200870,105,1015,150,-115,-375,-301,3,30,1.0,Back,64
9382,200877,101,1022,143,-115,-367,-301,3,30,,Back,64
9383,200883,83,1016,118,-103,-373,-309,3,30,,Back,64
9384,200889,68,995,55,-103,-373,-315,3,30,,Back,64
9385,200895,49,989,-6,-101,-379,-319,3,30,,Back,64
9386,200902,52,974,-65,-89,-384,-334,3,30,,Back,64
9387,200908,45,959,-129,-98,-384,-337,3,30,,Back,64
9388,200914,24,949,-223,-94,-390,-340,3,30,,Back,64
9389,200920,5,941,-338,-86,-379,-348,3,30,,Back,64
9390,200927,13,954,-447,-88,-384,-358,3,30,,Back,64
9391,200933,4,994,-568,-89,-378,-346,3,30,,Back,64
9392,200939,-28,1014,-638,-100,-385,-334,3,30,2.0,Forward,64
9393,200945,-12,1091,-615,-106,-372,-313,3,30,,Forward,64
9394,200952,107,977,250,-110,-364,-298,3,30,,Forward,64
9395,200958,28,1067,217,-116,-355,-279,3,30,,Forward,64
9396,200964,67,1051,495,-121,-355,-274,3,30,,Forward,64
9397,200970,77,1017,586,-104,-354,-259,3,30,3.0,Forward,64
9527,201783,101,1017,167,-107,-367,-301,3,30,1.0,Back,65
9528,201789,108,1007,162,-107,-369,-304,3,30,,Back,65
9529,201795,93,1011,138,-103,-363,-313,3,30,,Back,65
9530,201802,94,1002,86,-106,-369,-327,3,30,,Back,65
9531,201808,66,1016,53,-104,-373,-322,3,30,,Back,65
9532,201814,65,995,7,-107,-375,-336,3,30,,Back,65
9533,201820,34,965,-54,-104,-373,-343,3,30,,Back,65
9534,201827,30,948,-132,-101,-378,-351,3,30,,Back,65
9535,201833,20,949,-201,-95,-375,-349,3,30,,Back,65
9536,201839,0,956,-351,-88,-382,-355,3,30,,Back,65
9537,201845,-15,987,-448,-86,-382,-351,3,30,,Back,65
9538,201852,-23,1002,-566,-97,-376,-343,3,30,,Back,65
9539,201858,-34,1037,-644,-92,-373,-339,3,30,2.0,Forward,65
9540,201864,-31,1092,-556,-104,-361,-316,3,30,,Forward,65
9541,201870,-91,966,207,-122,-355,-304,3,30,,Forward,65
9542,201877,-24,1051,250,-112,-355,-279,3,30,,Forward,65
9543,201883,99,1076,571,-122,-345,-265,3,30,,Forward,65
9544,201889,158,1041,607,-121,-345,-256,3,30,3.0,Forward,65
9695,202833,21,1010,317,-116,-369,-306,3,30,1.0,Back,66
9696,202839,47,1007,253,-112,-355,-318,3,30,,Back,66
9697,202845,52,1028,174,-107,-358,-321,3,30,,Back,66
9698,202852,68,1002,83,-112,-357,-333,3,30,,Back,66
9699,202858,72,1007,32,-103,-367,-346,3,30,,Back,66
9700,202864,48,1002,-40,-95,-376,-358,3,30,,Back,66
9701,202870,22,984,-90,-85,-370,-361,3,30,,Back,66
9702,202877,12,956,-175,-94,-373,-361,3,30,,Back,66
9703,202883,-28,935,-249,-86,-381,-369,3,30,,Back,66
9704,202889,-37,933,-312,-86,-381,-373,3,30,,Back,66
9705,202895,-80,961,-406,-89,-370,-375,3,30,,Back,66
9706,202902,-64,1002,-489,-91,-366,-375,3,30,,Back,66
9707,202908,-69,1039,-537,-95,-360,-358,3,30,2.0,Forward,66
9708,202914,-26,1124,-468,-109,-351,-340,3,30,,Forward,66
9709,202920,-14,1172,-228,-113,-339,-324,3,30,,Forward,66
9710,202927,-116,967,-12,-121,-334,-304,3,30,,Forward,66
9711,202933,7,1035,491,-115,-334,-285,3,30,,Forward,66
9712,202939,27,1038,623,-113,-336,-274,3,30,3.0,Forward,66
9858,203852,58,1014,225,-110,-348,-304,3,30,1.0,Back,67
9859,203858,49,1018,198,-110,-358,-312,3,30,,Back,67
9860,203864,71,1029,183,-110,-355,-318,3,30,,Back,67
9861,203870,69,1025,143,-106,-355,-325,3,30,,Back,67
9862,203877,56,1020,107,-115,-354,-331,3,30,,Back,67
9863,203883,49,991,67,-107,-360,-340,3,30,,Back,67
9864,203889,26,977,11,-101,-363,-348,3,30,,Back,67
9865,203895,14,976,-56,-95,-373,-369,3,30,,Back,67
9866,203902,-1,959,-136,-83,-370,-363,3,30,,Back,67
9867,203908,-24,949,-235,-85,-382,-372,3,30,,Back,67
9868,203914,-32,930,-325,-86,-369,-378,3,30,,Back,67
9869,203920,-29,967,-404,-79,-370,-375,3,30,,Back,67
9870,203927,-43,993,-509,-92,-369,-366,3,30,,Back,67
9871,203933,-43,1049,-563,-97,-361,-364,3,30,,Back,67
9872,203939,-108,1063,-594,-101,-355,-349,3,30,2.0,Forward,67
9873,203945,-138,1133,-394,-106,-354,-330,3,30,,Forward,67
9874,203952,52,1019,120,-124,-346,-291,3,30,,Forward,67
9875,203958,59,1109,447,-124,-343,-274,3,30,,Forward,67
9876,203964,144,1114,652,-128,-327,-259,3,30,,Forward,67
9877,203970,170,1055,657,-134,-327,-244,3,30,3.0,Forward,67
10001,204745,124,1029,194,-106,-378,-298,3,30,1.0,Back,68
10002,204752,143,1012,180,-107,-378,-304,3,30,,Back,68
10003,204758,126,1013,145,-103,-375,-319,3,30,,Back,68
10004,204764,98,1003,68,-94,-379,-318,3,30,,Back,68
10005,204770,73,984,17,-92,-382,-334,3,30,,Back,68
10006,204777,48,957,-49,-103,-382,-331,3,30,,Back,68
10007,204783,31,943,-120,-89,-388,-340,3,30,,Back,68
10008,204789,1,943,-203,-89,-390,-352,3,30,,Back,68
10009,204795,23,956,-268,-88,-384,-358,3,30,,Back,68
10010,204802,7,938,-364,-91,-387,-348,3,30,,Back,68
10011,204808,4,967,-442,-89,-382,-352,3,30,,Back,68
10012,204814,-37,1001,-499,-94,-382,-346,3,30,,Back,68
10013,204820,-46,1017,-514,-101,-375,-333,3,30,2.0,Forward,68
10014,204827,-13,1106,-382,-100,-373,-309,3,30,,Forward,68
10015,204833,66,1017,-116,-106,-361,-289,3,30,,Forward,68
10016,204839,80,1137,153,-113,-349,-267,3,30,,Forward,68
10017,204845,94,1073,439,-110,-351,-249,3,30,,Forward,68
10018,204852,110,1060,533,-107,-348,-237,3,30,3.0,Forward,68
10152,205689,147,1046,322,-107,-363,-288,3,30,1.0,Back,69
10153,205695,156,1032,283,-121,-370,-294,3,30,,Back,69
10154,205702,93,1030,213,-104,-366,-315,3,30,,Back,69
10155,205708,76,997,103,-104,-387,-316,3,30,,Back,69
10156,205714,5,984,-13,-107,-376,-331,3,30,,Back,69
10157,205720,-29,975,-131,-88,-387,-331,3,30,,Back,69
10158,205727,-43,931,-272,-88,-388,-346,3,30,,Back,69
10159,205733,-61,920,-360,-83,-393,-352,3,30,,Back,69
10160,205739,-40,936,-463,-85,-391,-358,3,30,,Back,69
10161,205745,-55,964,-487,-85,-387,-348,3,30,2.0,Forward,69
10162,205752,-36,1015,-484,-98,-381,-351,3,30,,Forward,69
10163,205758,-69,1050,-475,-97,-376,-334,3,30,,Forward,69
10164,205764,-123,1057,-384,-101,-369,-319,3,30,,Forward,69
10165,205770,-84,1153,-214,-100,-357,-309,3,30,,Forward,69
10166,205777,-51,1023,40,-121,-346,-271,3,30,,Forward,69
10167,205783,161,1110,464,-116,-345,-250,3,30,,Forward,69
10168,205789,174,1098,632,-115,-340,-246,3,30,,Forward,69
10169,205795,227,1053,649,-125,-334,-240,3,30,3.0,Forward,69
10300,206614,107,1026,280,-112,-363,-307,3,30,1.0,Back,70
10301,206620,108,1019,252,-113,-363,-310,3,30,,Back,70
10302,206627,98,1045,192,-94,-364,-318,3,30,,Back,70
10303,206633,98,1011,78,-97,-370,-318,3,30,,Back,70
10304,206639,62,1029,-1,-104,-382,-336,3,30,,Back,70
10305,206645,53,991,-89,-88,-385,-343,3,30,,Back,70
10306,206652,17,973,-164,-95,-387,-342,3,30,,Back,70
10307,206658,-11,949,-222,-82,-385,-346,3,30,,Back,70
10308,206664,-47,942,-330,-79,-390,-363,3,30,,Back,70
10309,206670,-77,918,-416,-82,-387,-366,3,30,,Back,70
10310,206677,-88,948,-505,-82,-385,-370,3,30,,Back,70
10311,206683,-88,982,-556,-91,-381,-364,3,30,,Back,70
10312,206689,-37,1063,-634,-101,-370,-349,3,30,2.0,Forward,70
10313,206695,-91,1178,-528,-113,-361,-322,3,30,,Forward,70
10314,206702,166,879,204,-115,-349,-300,3,30,,Forward,70
10315,206708,-54,1164,274,-125,-343,-277,3,30,,Forward,70
10316,206714,107,1070,657,-110,-337,-258,3,30,,Forward,70
10317,206720,108,1058,722,-118,-336,-246,3,30,3.0,Forward,70
10428,207414,116,1029,212,-104,-373,-300,3,30,1.0,Back,71
10429,207420,135,1031,178,-97,-366,-303,3,30,,Back,71
10430,207427,124,996,91,-101,-379,-313,3,30,,Back,71
10431,207433,84,1013,59,-101,-370,-324,3,30,,Back,71
10432,207439,67,1000,23,-100,-378,-336,3,30,,Back,71
10433,207445,48,964,-12,-95,-391,-346,3,30,,Back,71
10434,207452,27,956,-53,-95,-391,-355,3,30,,Back,71
10435,207458,4,927,-117,-83,-381,-355,3,30,,Back,71
10436,207464,0,916,-211,-89,-382,-358,3,30,,Back,71
10437,207470,7,944,-322,-88,-382,-363,3,30,,Back,71
10438,207477,6,984,-425,-103,-381,-369,3,30,,Back,71
10439,207483,-26,990,-495,-92,-379,-360,3,30,,Back,71
10440,207489,-52,1019,-512,-103,-372,-352,3,30,2.0,Forward,71
10441,207495,-2,1108,-498,-106,-366,-340,3,30,,Forward,71
10442,207502,135,823,0,-128,-360,-304,3,30,,Forward,71
10443,207508,-41,1098,147,-118,-349,-289,3,30,,Forward,71
10444,207514,62,1068,431,-125,-354,-267,3,30,,Forward,71
10445,207520,64,1016,546,-112,-342,-252,3,30,,Forward,71
10446,207527,84,1030,567,-121,-331,-253,3,30,3.0,Forward,71
10607,208533,67,1040,250,-109,-351,-313,3,30,1.0,Back,72
10608,208539,58,1027,224,-116,-357,-315,3,30,,Back,72
10609,208545,16,1022,143,-106,-360,-324,3,30,,Back,72
10610,208552,23,982,6,-107,-363,-336,3,30,,Back,72
10611,208558,-10,968,-128,-98,-366,-346,3,30,,Back,72
10612,208564,8,969,-243,-98,-369,-343,3,30,,Back,72
10613,208570,2,951,-367,-89,-372,-360,3,30,,Back,72
10614,208577,-5,943,-451,-89,-366,-361,3,30,,Back,72
10615,208583,-38,946,-482,-94,-366,-364,3,30,2.0,Forward,72
10616,208589,-81,961,-466,-103,-367,-354,3,30,,Forward,72
10617,208595,-104,1018,-459,-104,-361,-340,3,30,,Forward,72
10618,208602,-155,1060,-418,-119,-355,-333,3,30,,Forward,72
10619,208608,-108,1183,-228,-119,-346,-309,3,30,,Forward,72
10620,208614,-19,1096,-44,-115,-340,-295,3,30,,Forward,72
10621,208620,49,1126,410,-127,-333,-270,3,30,,Forward,72
10622,208627,104,1075,601,-124,-316,-261,3,30,,Forward,72
10623,208633,93,1052,637,-130,-325,-253,3,30,3.0,Forward,72
10776,209589,71,997,149,-109,-358,-301,3,30,1.0,Back,73
10777,209595,73,995,142,-110,-355,-303,3,30,,Back,73
10778,209602,78,1018,117,-122,-366,-303,3,30,,Back,73
10779,209608,73,1014,80,-115,-352,-313,3,30,,Back,73
10780,209614,64,1014,41,-109,-367,-327,3,30,,Back,73
10781,209620,34,987,-12,-100,-372,-334,3,30,,Back,73
10782,209627,6,971,-72,-97,-370,-334,3,30,,Back,73
10783,209633,-27,955,-157,-97,-372,-342,3,30,,Back,73
10784,209639,-33,949,-244,-86,-378,-352,3,30,,Back,73
10785,209645,-48,939,-336,-86,-367,-354,3,30,,Back,73
10786,209652,-40,970,-387,-97,-373,-354,3,30,,Back,73
10787,209658,-32,980,-483,-104,-373,-351,3,30,,Back,73
10788,209664,-45,1058,-520,-104,-357,-343,3,30,2.0,Forward,73
10789,209670,-64,1078,-516,-107,-361,-330,3,30,,Forward,73
10790,209677,-95,1149,-274,-118,-342,-303,3,30,,Forward,73
10791,209683,-38,974,47,-124,-345,-289,3,30,,Forward,73
10792,209689,3,1074,395,-118,-337,-273,3,30,,Forward,73
10793,209695,86,1074,555,-122,-336,-253,3,30,,Forward,73
10794,209702,99,1030,566,-122,-325,-255,3,30,3.0,Forward,73
10929,210545,89,1038,231,-112,-357,-292,3,30,1.0,Back,74
10930,210552,114,1026,226,-103,-354,-298,3,30,,Back,74
10931,210558,82,1004,163,-113,-358,-301,3,30,,Back,74
10932,210564,76,997,100,-113,-360,-310,3,30,,Back,74
10933,210570,44,991,38,-100,-370,-333,3,30,,Back,74
10934,210577,18,983,1,-97,-369,-330,3,30,,Back,74
10935,210583,8,969,-61,-92,-381,-330,3,30,,Back,74
10936,210589,17,963,-105,-95,-375,-349,3,30,,Back,74
10937,210595,-10,945,-168,-98,-375,-349,3,30,,Back,74
10938,210602,-12,946,-246,-94,-373,-354,3,30,,Back,74
10939,210608,-63,945,-327,-94,-372,-364,3,30,,Back,74
10940,210614,-64,967,-423,-100,-372,-369,3,30,,Back,74
10941,210620,-99,1003,-505,-95,-367,-348,3,30,,Back,74
10942,210627,-53,1038,-532,-112,-370,-352,3,30,2.0,Forward,74
10943,210633,-53,1124,-423,-121,-358,-324,3,30,,Forward,74
10944,210639,32,686,283,-116,-349,-294,3,30,,Forward,74
10945,210645,-20,1130,146,-124,-337,-288,3,30,,Forward,74
10946,210652,42,1074,384,-122,-342,-261,3,30,,Forward,74
10947,210658,48,1050,493,-118,-336,-256,3,30,,Forward,74
10948,210664,101,1037,505,-130,-324,-250,3,30,3.0,Forward,74
11069,211420,78,1004,137,-107,-367,-312,3,30,1.0,Back,75
11070,211427,81,999,118,-106,-357,-315,3,30,,Back,75
11071,211433,78,986,66,-104,-367,-315,3,30,,Back,75
11072,211439,54,1003,-2,-107,-366,-324,3,30,,Back,75
11073,211445,56,990,-58,-110,-381,-330,3,30,,Back,75
11074,211452,33,960,-139,-91,-379,-337,3,30,,Back,75
11075,211458,38,961,-183,-95,-379,-337,3,30,,Back,75
11076,211464,25,959,-242,-100,-363,-351,3,30,,Back,75
11077,211470,7,963,-322,-98,-378,-339,3,30,,Back,75
11078,211477,-26,997,-409,-97,-372,-340,3,30,,Back,75
11079,211483,-37,1011,-564,-95,-364,-345,3,30,,Back,75
11080,211489,-123,1004,-613,-106,-367,-339,3,30,2.0,Forward,75
11081,211495,-110,1057,-417,-119,-363,-322,3,30,,Forward,75
11082,211502,-58,1019,-63,-109,-349,-292,3,30,,Forward,75
11083,211508,71,1075,400,-112,-346,-280,3,30,,Forward,75
11084,211514,144,1079,591,-116,-336,-256,3,30,3.0,Forward,75
11225,212395,107,1010,159,-95,-370,-294,3,30,1.0,Back,76
11226,212402,117,1017,145,-101,-376,-300,3,30,,Back,76
11227,212408,110,1020,112,-104,-376,-307,3,30,,Back,76
11228,212414,117,1015,84,-103,-372,-306,3,30,,Back,76
11229,212420,85,1001,-14,-97,-385,-325,3,30,,Back,76
11230,212427,65,966,-118,-95,-381,-322,3,30,,Back,76
11231,212433,28,968,-237,-95,-394,-339,3,30,,Back,76
11232,212439,21,936,-331,-94,-391,-328,3,30,,Back,76
11233,212445,-10,936,-420,-89,-388,-351,3,30,,Back,76
11234,212452,-14,959,-525,-95,-388,-337,3,30,,Back,76
11235,212458,-16,1003,-586,-85,-382,-342,3,30,,Back,76
11236,212464,0,1071,-623,-107,-375,-327,3,30,2.0,Forward,76
11237,212470,-88,1085,-418,-100,-366,-312,3,30,,Forward,76
11238,212477,-58,1170,-45,-113,-366,-285,3,30,,Forward,76
11239,212483,66,1081,387,-119,-354,-285,3,30,,Forward,76
11240,212489,115,1048,566,-127,-345,-267,3,30,,Forward,76
11241,212495,173,1050,606,-118,-342,-258,3,30,3.0,Forward,76
11360,213239,70,1022,212,-107,-364,-294,3,30,1.0,Back,77
11361,213245,96,1007,207,-113,-372,-298,3,30,,Back,77
11362,213252,95,1026,153,-107,-373,-307,3,30,,Back,77
11363,213258,79,1012,60,-115,-366,-316,3,30,,Back,77
11364,213264,54,1012,-21,-107,-372,-333,3,30,,Back,77
11365,213270,23,985,-133,-109,-376,-324,3,30,,Back,77
11366,213277,8,945,-234,-100,-381,-343,3,30,,Back,77
11367,213283,-6,948,-310,-91,-379,-343,3,30,,Back,77
11368,213289,-6,938,-391,-98,-381,-349,3,30,,Back,77
11369,213295,-5,999,-452,-97,-381,-345,3,30,,Back,77
11370,213302,-35,992,-532,-104,-375,-345,3,30,,Back,77
11371,213308,-61,1056,-590,-106,-366,-331,3,30,2.0,Forward,77
11372,213314,-70,1123,-484,-106,-369,-318,3,30,,Forward,77
11373,213320,-31,1178,-23,-109,-355,-288,3,30,,Forward,77
11374,213327,84,1026,433,-115,-354,-264,3,30,,Forward,77
11375,213333,99,1053,546,-124,-351,-262,3,30,,Forward,77
11376,213339,127,1051,602,-118,-340,-264,3,30,3.0,Forward,77
11526,214277,94,1009,196,-107,-370,-303,3,30,1.0,Back,78
11527,214283,76,1026,161,-104,-375,-316,3,30,,Back,78
11528,214289,90,1021,96,-110,-373,-322,3,30,,Back,78
11529,214295,80,1009,43,-110,-373,-327,3,30,,Back,78
11530,214302,63,993,-29,-100,-376,-339,3,30,,Back,78
11531,214308,45,972,-77,-97,-379,-352,3,30,,Back,78
11532,214314,18,955,-150,-83,-381,-354,3,30,,Back,78
11533,214320,-7,941,-229,-89,-385,-358,3,30,,Back,78
11534,214327,-41,954,-308,-80,-376,-358,3,30,,Back,78
11535,214333,-74,958,-395,-83,-391,-358,3,30,,Back,78
11536,214339,-92,963,-500,-94,-373,-352,3,30,,Back,78
11537,214345,-126,1012,-587,-95,-378,-346,3,30,,Back,78
11538,214352,-144,1046,-619,-103,-370,-340,3,30,2.0,Forward,78
11539,214358,-81,1214,-396,-113,-357,-315,3,30,,Forward,78
11540,214364,63,1201,-6,-127,-346,-297,3,30,,Forward,78
11541,214370,168,1138,500,-128,-345,-270,3,30,,Forward,78
11542,214377,114,1071,682,-127,-340,-262,3,30,,Forward,78
11543,214383,121,1042,712,-125,-334,-244,3,30,3.0,Forward,78
11661,215120,49,1003,210,-116,-364,-309,3,30,1.0,Back,79
11662,215127,58,979,176,-110,-366,-316,3,30,,Back,79
11663,215133,67,1001,107,-109,-367,-324,3,30,,Back,79
11664,215139,65,1010,21,-104,-366,-327,3,30,,Back,79
11665,215145,66,1002,-61,-103,-373,-330,3,30,,Back,79
11666,215152,34,979,-145,-104,-369,-348,3,30,,Back,79
11667,215158,15,948,-262,-92,-373,-357,3,30,,Back,79
11668,215164,-20,937,-358,-86,-375,-352,3,30,,Back,79
11669,215170,-48,957,-415,-86,-372,-361,3,30,,Back,79
11670,215177,-63,1003,-482,-86,-364,-364,3,30,,Back,79
11671,215183,-94,1002,-533,-110,-357,-354,3,30,2.0,Forward,79
11672,215189,-33,1075,-526,-104,-364,-336,3,30,,Forward,79
11673,215195,18,1152,-364,-119,-354,-309,3,30,,Forward,79
11674,215202,-28,1001,-72,-119,-345,-288,3,30,,Forward,79
11675,215208,53,1055,447,-113,-339,-273,3,30,,Forward,79
11676,215214,108,1069,615,-121,-333,-247,3,30,3.0,Forward,79
11852,216314,61,1015,195,-113,-351,-300,3,30,1.0,Back,80
11853,216320,63,1019,192,-115,-345,-316,3,30,,Back,80
11854,216327,52,1029,159,-112,-346,-309,3,30,,Back,80
11855,216333,42,1010,120,-110,-358,-324,3,30,,Back,80
11856,216339,40,992,56,-103,-369,-334,3,30,,Back,80
11857,216345,34,993,5,-100,-366,-336,3,30,,Back,80
11858,216352,21,971,-63,-97,-361,-337,3,30,,Back,80
11859,216358,-7,971,-125,-104,-364,-354,3,30,,Back,80
11860,216364,-27,957,-199,-95,-375,-360,3,30,,Back,80
11861,216370,-65,957,-256,-103,-369,-358,3,30,,Back,80
11862,216377,-74,939,-348,-89,-369,-360,3,30,,Back,80
11863,216383,-83,986,-402,-94,-369,-343,3,30,,Back,80
11864,216389,-105,968,-456,-103,-361,-355,3,30,2.0,Forward,80
11865,216395,-47,1019,-453,-104,-355,-340,3,30,,Forward,80
11866,216402,45,1131,-245,-121,-351,-316,3,30,,Forward,80
11867,216408,295,901,63,-130,-336,-295,3,30,,Forward,80
11868,216414,96,1093,311,-124,-328,-285,3,30,,Forward,80
11869,216420,148,1083,452,-118,-337,-264,3,30,3.0,Forward,80
11987,345109,107,1006,114,-106,-369,-304,4,20,1.0,Back,81
11988,345116,111,1017,104,-107,-378,-304,4,20,,Back,81
11989,345122,92,1025,83,-116,-373,-309,4,20,,Back,81
11990,345128,95,1003,62,-98,-366,-313,4,20,,Back,81
11991,345134,74,990,20,-89,-381,-319,4,20,,Back,81
11992,345141,51,975,-43,-95,-387,-327,4,20,,Back,81
11993,345147,26,964,-101,-95,-384,-340,4,20,,Back,81
11994,345153,7,937,-181,-95,-388,-346,4,20,,Back,81
11995,345159,-9,923,-245,-95,-375,-342,4,20,,Back,81
11996,345166,-6,945,-311,-91,-381,-357,4,20,,Back,81
11997,345172,2,974,-388,-91,-384,-343,4,20,,Back,81
11998,345178,6,1011,-469,-95,-388,-348,4,20,,Back,81
11999,345184,47,1040,-572,-98,-381,-333,4,20,2.0,Forward,81
12000,345191,55,1098,-534,-106,-366,-325,4,20,,Forward,81
12001,345197,37,1145,-314,-113,-369,-297,4,20,,Forward,81
12002,345203,26,947,-1,-100,-358,-285,4,20,,Forward,81
12003,345209,69,1039,329,-118,-367,-274,4,20,,Forward,81
12004,345216,84,1033,430,-113,-360,-246,4,20,,Forward,81
12005,345222,106,1007,458,-113,-358,-250,4,20,3.0,Forward,81
12131,346009,79,1007,175,-97,-366,-300,4,20,1.0,Back,82
12132,346016,72,1006,142,-101,-367,-304,4,20,,Back,82
12133,346022,84,1014,119,-107,-378,-312,4,20,,Back,82
12134,346028,66,1004,64,-100,-378,-312,4,20,,Back,82
12135,346034,72,998,8,-107,-373,-327,4,20,,Back,82
12136,346041,57,979,-51,-97,-384,-330,4,20,,Back,82
12137,346047,36,961,-130,-92,-382,-334,4,20,,Back,82
12138,346053,21,957,-200,-101,-390,-346,4,20,,Back,82
12139,346059,24,942,-285,-86,-384,-355,4,20,,Back,82
12140,346066,29,971,-360,-98,-375,-358,4,20,,Back,82
12141,346072,9,1002,-453,-94,-382,-352,4,20,,Back,82
12142,346078,-5,1051,-531,-89,-370,-349,4,20,,Back,82
12143,346084,-7,1070,-548,-101,-372,-343,4,20,2.0,Forward,82
12144,346091,5,1111,-404,-109,-360,-316,4,20,,Forward,82
12145,346097,247,860,-136,-118,-361,-297,4,20,,Forward,82
12146,346103,25,1011,269,-112,-348,-291,4,20,,Forward,82
