,Time,AX,AY,AZ,GX,GY,GZ
414,63017,217,963,-53,-68,-456,-262
415,63023,215,962,-67,-67,-448,-262
416,63030,219,957,-69,-67,-451,-267
417,63036,219,957,-62,-64,-447,-261
418,63042,213,960,-65,-68,-453,-270
419,63048,210,964,-75,-62,-454,-253
420,63055,212,964,-69,-65,-457,-258
421,63061,211,962,-70,-65,-444,-262
422,63067,210,960,-65,-62,-445,-259
423,63073,210,963,-61,-68,-444,-253
424,63080,215,957,-79,-62,-456,-256
425,63086,229,962,-84,-62,-450,-256
426,63092,220,962,-64,-61,-453,-258
427,63098,228,958,-48,-64,-454,-252
428,63105,232,953,-66,-58,-457,-265
429,63111,246,953,-68,-59,-454,-256
430,63117,211,960,-51,-64,-454,-252
431,63123,232,958,-61,-56,-454,-256
432,63130,268,954,-78,-56,-462,-256
433,63136,203,967,-60,-56,-465,-267
434,63142,211,962,-22,-64,-456,-268
435,63148,233,954,-64,-58,-456,-259
436,63155,224,959,-58,-64,-448,-270
437,63161,228,951,-55,-70,-444,-267
438,63167,229,962,-46,-67,-445,-273
439,63173,188,971,-27,-68,-439,-280
440,63180,186,970,-19,-70,-436,-276
441,63186,197,959,-63,-68,-441,-279
442,63192,207,960,-52,-74,-438,-280
443,63198,199,962,-36,-77,-438,-289
444,63205,168,983,-20,-79,-429,-289
445,63211,166,978,-57,-79,-426,-292
446,63217,173,965,-48,-79,-421,-288
447,63223,157,975,-41,-80,-423,-274
448,63230,142,979,-33,-86,-423,-285
449,63236,135,980,-28,-86,-412,-295
450,63242,174,946,4,-83,-408,-291
451,63248,131,977,-10,-91,-405,-292
452,63255,115,978,-14,-95,-402,-297
453,63261,114,977,-17,-91,-403,-294
454,63267,114,978,-23,-103,-406,-297
455,63273,121,972,-7,-95,-394,-294
456,63280,158,991,-17,-104,-405,-300
457,63286,24,997,-12,-88,-403,-286
458,63292,125,991,-24,-88,-399,-291
459,63298,101,972,-14,-92,-402,-306
460,63305,56,995,9,-89,-408,-312
461,63311,154,1044,-5,-92,-408,-295
462,63317,67,1059,-125,-91,-405,-292
463,63323,160,1028,-99,-89,-405,-301
464,63330,162,1001,-88,-94,-400,-288
465,63336,160,969,-78,-95,-400,-298
466,63342,132,973,-73,-92,-402,-291
467,63348,68,901,-12,-86,-402,-285
468,63355,0,899,5,-89,-403,-282
469,63361,27,898,-12,-98,-403,-283
470,63367,48,944,-34,-92,-406,-277
471,63373,79,971,-54,-94,-394,-285
472,63380,106,965,-36,-98,-396,-288
473,63386,115,973,-25,-94,-393,-286
474,63392,91,972,-25,-97,-382,-288
475,63398,88,992,10,-103,-382,-289
476,63405,116,996,11,-107,-382,-283
477,63411,127,1002,9,-106,-384,-294
478,63417,131,1020,0,-110,-376,-283
479,63423,137,998,-40,-112,-375,-286
480,63430,116,991,-65,-101,-375,-279
481,63436,86,986,-93,-106,-379,-292
482,63442,73,978,-98,-106,-379,-289
483,63448,70,986,-81,-103,-379,-285
484,63455,62,982,-80,-110,-379,-283
485,63461,65,976,-43,-101,-375,-288
486,63467,72,985,-36,-109,-381,-282
487,63473,68,983,-29,-106,-372,-280
488,63480,78,978,-34,-101,-370,-274
489,63486,78,979,-54,-109,-378,-289
490,63492,76,981,-52,-118,-372,-286
491,63498,68,981,-40,-107,-375,-285
492,63505,70,985,-50,-103,-375,-291
493,63511,65,983,-50,-103,-373,-289
494,63517,59,976,-36,-107,-369,-288
495,63523,72,1006,17,-107,-379,-291
496,63530,75,1015,66,-109,-373,-295
497,63536,106,1016,134,-116,-376,-297
498,63542,113,1031,186,-103,-367,-303
499,63548,114,1010,156,-101,-373,-310
500,63555,100,1013,142,-104,-363,-312
501,63561,92,1000,94,-106,-369,-331
502,63567,77,989,11,-101,-385,-334
503,63573,49,976,-82,-100,-385,-342
504,63580,27,964,-176,-88,-381,-340
505,63586,24,951,-220,-91,-387,-354
506,63592,13,937,-314,-92,-384,-355
507,63598,10,937,-381,-94,-390,-363
508,63605,0,967,-489,-89,-378,-352
509,63611,-12,994,-555,-101,-378,-352
510,63617,-49,1028,-609,-104,-373,-342
511,63623,-9,1112,-380,-101,-361,-312
512,63630,85,1194,48,-113,-360,-286
513,63636,125,1089,303,-118,-349,-282
514,63642,168,1093,479,-128,-348,-259
515,63648,115,1039,447,-127,-354,-240
516,63655,113,1019,383,-125,-345,-258
517,63661,77,1014,288,-121,-357,-250
518,63667,85,995,180,-124,-357,-261
519,63673,43,969,59,-122,-369,-264
520,63680,24,970,3,-113,-366,-271
521,63686,-1,994,-60,-104,-372,-282
522,63692,-23,965,-151,-103,-372,-294
523,63698,-36,953,-201,-106,-372,-294
524,63705,-44,969,-240,-104,-375,-303
525,63711,-16,955,-226,-104,-369,-304
526,63717,-31,997,-215,-104,-364,-315
527,63723,-18,984,-225,-113,-370,-312
528,63730,817,1316,-575,-112,-360,-318
529,63736,9,975,9,-113,-369,-303
530,63742,-2,995,82,-110,-367,-306
531,63748,15,981,-7,-113,-361,-309
532,63755,71,971,-48,-112,-366,-307
533,63761,49,998,-34,-103,-363,-300
534,63767,59,1015,-47,-119,-358,-300
535,63773,6,967,-37,-107,-352,-298
536,63780,23,976,-54,-115,-354,-295
537,63786,25,980,-49,-125,-355,-291
538,63792,30,981,-47,-118,-348,-288
539,63798,8,990,-55,-119,-357,-298
540,63805,44,975,-41,-113,-355,-286
541,63811,35,979,-49,-110,-354,-291
542,63817,31,979,-52,-110,-358,-297
543,63823,37,988,-48,-119,-364,-297
544,63830,44,979,-47,-113,-367,-294
545,63836,67,972,-44,-113,-364,-295
546,63842,93,978,-48,-104,-376,-304
547,63848,83,988,-44,-106,-376,-303
548,63855,103,978,-43,-104,-391,-300
549,63861,114,984,-57,-98,-396,-300
550,63867,154,967,-54,-88,-400,-298
551,63873,153,977,-32,-92,-400,-313
552,63880,162,984,-26,-80,-412,-313
553,63886,164,973,-19,-80,-412,-301
554,63892,140,974,-14,-79,-421,-301
555,63898,261,949,-82,-76,-421,-295
556,63905,193,964,-27,-85,-424,-301
557,63911,191,966,-31,-71,-421,-303
558,63917,183,973,-25,-89,-418,-297
559,63923,187,965,-36,-76,-420,-301
560,63930,183,967,-43,-86,-417,-300
561,63936,173,966,-45,-88,-421,-295
562,63942,155,980,-46,-77,-421,-297
563,63948,157,972,-86,-91,-421,-292
564,63955,165,970,-56,-89,-411,-282
565,63961,157,971,-65,-80,-408,-292
566,63967,158,971,-64,-85,-415,-282
567,63973,144,978,-61,-85,-414,-297
568,63980,152,972,-64,-92,-412,-282
569,63986,152,970,-66,-89,-412,-283
570,63992,147,971,-68,-92,-406,-288
571,63998,145,977,-65,-88,-405,-286
572,64005,150,969,-65,-92,-409,-279
573,64011,144,977,-56,-92,-409,-282
574,64017,151,974,-59,-97,-414,-282
575,64023,150,976,-50,-97,-420,-298
576,64030,158,973,-50,-95,-415,-292
577,64036,149,976,-43,-95,-412,-292
578,64042,155,973,-49,-89,-411,-291
579,64048,153,971,-44,-83,-414,-289
580,64055,155,971,-33,-83,-408,-292
581,64061,149,978,-52,-91,-409,-288
582,64067,149,977,-43,-83,-414,-286
583,64073,150,976,-38,-77,-409,-285
584,64080,134,981,-44,-98,-408,-285
585,64086,148,965,-51,-83,-408,-277
586,64092,135,967,-27,-83,-411,-279
587,64098,131,980,-35,-89,-409,-267
588,64105,108,986,-41,-83,-414,-265
589,64111,134,957,-12,-79,-412,-264
590,64117,138,971,-7,-89,-418,-262
591,64123,137,993,-32,-89,-421,-264
