,Time,AX,AY,AZ,GX,GY,GZ
256,8381,77,984,-15,-88,-363,-328
257,8387,73,983,-9,-88,-360,-327
258,8393,73,981,-7,-83,-358,-328
259,8399,81,987,-15,-91,-363,-327
260,8406,71,983,-7,-85,-364,-327
261,8412,78,986,-7,-85,-366,-337
262,8418,72,981,9,-83,-363,-328
263,8424,77,982,11,-89,-367,-342
264,8431,89,986,12,-88,-367,-336
265,8437,79,984,6,-85,-367,-339
266,8443,76,982,7,-82,-379,-337
267,8449,88,982,9,-89,-370,-331
268,8456,88,983,9,-77,-373,-333
269,8462,98,982,1,-82,-384,-330
270,8468,107,985,-4,-71,-387,-333
271,8474,105,977,13,-74,-381,-331
272,8481,113,981,4,-73,-382,-330
273,8487,119,981,2,-73,-385,-327
274,8493,116,982,-11,-76,-387,-325
275,8499,132,975,-2,-73,-388,-327
276,8506,126,978,-5,-70,-388,-324
277,8512,117,981,-8,-76,-384,-322
278,8518,120,980,-3,-71,-382,-324
279,8524,117,983,-3,-64,-381,-328
280,8531,122,980,-1,-68,-375,-328
281,8537,120,983,-3,-76,-384,-325
282,8543,108,981,-16,-82,-375,-324
283,8549,102,983,-9,-77,-378,-330
284,8556,83,978,-16,-86,-372,-319
285,8562,69,982,-9,-82,-375,-325
286,8568,78,979,-2,-82,-363,-324
287,8574,85,985,-9,-83,-381,-319
288,8581,101,981,-21,-76,-382,-318
289,8587,107,986,-24,-77,-384,-319
290,8593,127,982,-43,-77,-393,-319
291,8599,99,997,-36,-80,-381,-316
292,8606,127,993,-48,-77,-391,-318
293,8612,138,973,-39,-77,-384,-313
294,8618,127,987,-17,-82,-387,-318
295,8624,97,977,-24,-73,-388,-322
296,8631,103,984,-20,-82,-379,-318
297,8637,93,987,-42,-73,-385,-315
298,8643,101,980,-36,-77,-388,-313
299,8649,109,978,-31,-77,-384,-322
300,8656,101,979,-26,-85,-384,-324
301,8662,120,979,-28,-79,-385,-322
302,8668,131,982,-30,-71,-396,-322
303,8674,138,978,-27,-82,-387,-322
304,8681,150,975,-19,-71,-388,-331
305,8687,152,973,-12,-64,-400,-331
306,8693,151,973,-4,-68,-391,-337
307,8699,140,974,0,-71,-391,-334
308,8706,138,983,-18,-77,-394,-328
309,8712,136,976,-7,-71,-388,-331
310,8718,131,976,-6,-79,-390,-327
311,8724,120,981,-14,-83,-384,-319
312,8731,120,980,-14,-77,-385,-325
313,8737,109,982,-15,-86,-373,-334
314,8743,111,979,-18,-80,-378,-337
315,8749,109,985,-27,-82,-391,-325
316,8756,115,978,-10,-83,-385,-325
317,8762,110,980,-9,-83,-379,-328
318,8768,108,977,-25,-79,-381,-327
319,8774,113,982,-27,-73,-378,-322
320,8781,103,980,-27,-85,-375,-322
321,8787,86,984,-20,-92,-378,-322
322,8793,90,975,-9,-86,-370,-333
323,8799,61,983,-4,-89,-367,-328
324,8806,78,987,-6,-88,-378,-324
325,8812,83,993,-16,-92,-370,-328
326,8818,63,982,-17,-85,-370,-322
327,8824,72,983,-6,-83,-367,-324
328,8831,80,1024,32,-85,-372,-330
329,8837,93,997,-21,-86,-376,-318
330,8843,76,986,-5,-83,-372,-316
331,8849,132,977,-34,-82,-378,-325
332,8856,92,984,-11,-82,-375,-318
333,8862,119,974,-20,-80,-378,-322
334,8868,85,989,-32,-85,-387,-307
335,8874,87,992,-24,-77,-382,-310
336,8881,120,987,-30,-86,-382,-319
337,8887,111,978,-19,-85,-385,-321
338,8893,143,972,-13,-89,-387,-327
339,8899,62,982,21,-85,-378,-333
340,8906,45,1002,-11,-79,-378,-316
